order_reference,product_name,quantity,unit_price,line_total
ORD_0039,Boots,8.0,20.0,160.0
ORD_0798,Badminton Set,,178.08,
ORD_0284,Swimwear,1.0,,
ORD_0679,Dress,10.0,65.57,655.7
ORD_1018,Rug,1.0,81.5,81.5
ORD_0949,Coffee,3.0,9.46,28.38
ORD_0414,SSD Drive,,819.93,
ORD_1039,Soap Dispenser,6.0,71.41,428.46
ORD_0879,Dried Fruit,1.0,20.0,10.0
ORD_0631,Skipping Rope,10.0,152.47,1524.7
ORD_0960,Speaker,5.0,1049.85,5249.25
ORD_0453,Badminton Set,6.0,178.08,1068.48
ORD_0601,Peanut Butter,8.0,,
ORD_1020,Gloves,9.0,14.13,127.17
ORD_1067,Storage Box,1.0,27.43,27.43
ORD_0816,Smart TV,8.0,563.86,4510.88
ORD_0401,Blazer,6.0,88.9,533.4
ORD_1165,Shorts,3.0,151.9,455.7
ORD_0659,Belt,10.0,53.41,534.1
ORD_0547,USB Hub,7.0,107.53,752.71
ORD_1073,Yoga Mat,5.0,15.35,76.75
ORD_0017,Candle,6.0,127.47,764.82
ORD_1196,Face Mask,2.0,52.96,105.92
ORD_0705,T-Shirt,4.0,20.0,80.0
ORD_0158,Tomato Sauce,3.0,11.48,34.44
ORD_0477,Jacket,4.0,15.78,63.12
ORD_1126,Shorts,5.0,151.9,759.5
ORD_1070,Running Shoes,1.0,19.47,16.55
ORD_0271,Cardigan,5.0,131.63,658.15
ORD_0518,Power Bank,4.0,,
ORD_0099,Boots,9.0,,
ORD_0725,Coffee,6.0,9.46,56.76
ORD_0673,Peanut Butter,1.0,28.1,42.15
ORD_0139,Granola,3.0,,
ORD_1061,Clock,10.0,137.5,1375.0
ORD_0280,Cutting Board,9.0,37.79,340.11
ORD_0192,Nuts,10.0,29.61,296.1
ORD_0497,Leggings,2.0,21.18,36.01
ORD_0733,Pasta,4.0,13.78,55.12
ORD_0302,Shorts,8.0,151.9,1032.92
ORD_0765,Cereal,10.0,7.98,79.8
ORD_0258,USB Hub,1.0,107.53,107.53
ORD_0054,Running Shoes,2.0,19.47,38.94
ORD_0181,Keyboard,9.0,20.0,180.0
ORD_0607,Toner,2.0,20.0,40.0
ORD_0381,Crackers,9.0,24.01,216.09
ORD_1123,Blanket,4.0,37.47,149.88
ORD_0700,Sports Watch,3.0,35.57,53.36
ORD_0889,Hat,6.0,165.24,991.44
ORD_1095,Instant Noodles,,29.39,
ORD_0166,Soup,7.0,26.96,188.72
ORD_0993,Knee Pads,7.0,37.22,260.54
ORD_0948,Swimwear,9.0,130.23,1172.07
ORD_1140,Biscuits,1.0,29.25,29.25
ORD_0191,Perfume,6.0,,
ORD_0570,Sneakers,8.0,113.26,906.08
ORD_0167,Chocolate,1.0,13.22,13.22
ORD_0886,Shower Gel,5.0,31.86,159.3
ORD_0253,Instant Noodles,7.0,,
ORD_1117,Router,1.0,,
ORD_0981,Soup,8.0,26.96,215.68
ORD_0928,Rice,7.0,16.12,56.42
ORD_1185,Skirt,2.0,136.95,273.9
ORD_0864,Jam,4.0,7.71,30.84
ORD_0045,Webcam,1.0,1047.62,1047.62
ORD_0128,Resistance Band,1.0,267.11,267.11
ORD_1075,Swim Goggles,10.0,20.0,200.0
ORD_0018,Yoga Mat,7.0,15.35,107.45
ORD_0566,Nuts,4.0,29.61,59.22
ORD_0050,Mascara,,27.26,
ORD_0624,Granola,4.0,3.28,13.12
ORD_0434,Skirt,2.0,136.95,273.9
ORD_0570,Biscuits,10.0,29.25,292.5
ORD_0686,Soap Dispenser,6.0,71.41,642.69
ORD_0626,Boots,2.0,20.0,40.0
ORD_0854,Cycling Gloves,9.0,204.17,1837.53
ORD_0962,Peanut Butter,4.0,,
ORD_0747,Hoodie,,158.66,
ORD_0535,Hat,10.0,165.24,1652.4
ORD_0155,Crackers,6.0,24.01,144.06
ORD_0490,Dumbbell,1.0,180.1,180.1
ORD_0785,Dumbbell,1.0,180.1,180.1
ORD_1128,Speaker,,1049.85,
ORD_0246,Hoodie,2.0,158.66,317.32
ORD_0684,Resistance Band,9.0,267.11,2403.99
ORD_1200,Hair Oil,3.0,20.0,60.0
ORD_0551,Socks,8.0,68.84,826.08
ORD_1063,Microphone,9.0,779.69,7017.21
ORD_0759,Laundry Basket,1.0,119.13,119.13
ORD_0538,Speaker,2.0,1049.85,2099.7
ORD_0921,Soup,2.0,26.96,53.92
ORD_0408,Shorts,9.0,151.9,1367.1
ORD_0525,Smartwatch,1.0,576.28,576.28
ORD_0828,Instant Noodles,1.0,29.39,29.39
ORD_0903,Laundry Basket,8.0,,
ORD_0036,Monitor,6.0,548.49,3290.94
ORD_0398,Cushion,6.0,6.27,37.62
ORD_0685,Jam,,7.71,
ORD_0213,Shower Gel,2.0,31.86,63.72
ORD_0020,Protein Bar,10.0,6.97,34.85
ORD_1141,Rug,9.0,81.5,733.5
ORD_1200,Cereal,8.0,7.98,63.84
ORD_0897,Jeans,8.0,20.0,160.0
ORD_0321,SSD Drive,1.0,819.93,819.93
ORD_0512,Swimwear,7.0,130.23,911.61
ORD_0400,Water Bottle,9.0,21.73,195.57
ORD_0654,Foundation,2.0,41.65,83.3
ORD_0055,Granola,,3.28,
ORD_0944,Eye Cream,3.0,11.08,33.24
ORD_0972,Skipping Rope,3.0,152.47,457.41
ORD_0226,Coffee,9.0,9.46,85.14
ORD_0471,Keyboard,1.0,20.0,20.0
ORD_1167,Kitchen Timer,5.0,72.94,364.7
ORD_0576,Pasta,4.0,13.78,55.12
ORD_1116,Power Bank,9.0,266.91,2402.19
ORD_0460,Clock,4.0,137.5,550.0
ORD_0365,Football,4.0,122.47,489.88
ORD_0834,Basketball,7.0,20.0,140.0
ORD_0913,Polo Shirt,1.0,138.95,138.95
ORD_0727,Gamepad,4.0,1043.03,2086.06
ORD_0854,Candle,2.0,127.47,254.94
ORD_0051,Skipping Rope,4.0,152.47,609.88
ORD_0294,Smartwatch,10.0,576.28,5762.8
ORD_0575,Monitor,1.0,548.49,548.49
ORD_1149,Mouse,4.0,923.37,3693.48
ORD_0150,Smartwatch,,576.28,
ORD_0314,Crackers,9.0,24.01,216.09
ORD_0570,Sunscreen,3.0,40.27,120.81
ORD_0984,Socks,8.0,68.84,550.72
ORD_0151,Boots,10.0,20.0,200.0
ORD_0464,Dress,1.0,65.57,65.57
ORD_0404,Pasta,7.0,13.78,96.46
ORD_0305,Basketball,9.0,20.0,270.0
ORD_0611,Picture Frame,7.0,,
ORD_0682,Coat,,130.08,
ORD_0838,Webcam,8.0,1047.62,12571.44
ORD_1078,Olive Oil,2.0,15.63,31.26
ORD_1003,Plant Pot,6.0,118.04,602.0
ORD_0905,Dress,,65.57,
ORD_0444,Belt,6.0,53.41,320.46
ORD_0613,Tablet,8.0,1346.72,10773.76
ORD_0913,Cereal,3.0,7.98,23.94
ORD_0217,Smartwatch,8.0,576.28,4610.24
ORD_0993,Headphones,4.0,750.23,3000.92
ORD_0264,Protein Bar,1.0,6.97,6.97
ORD_1077,Tablet,10.0,,
ORD_1004,Tennis Racket,3.0,254.89,764.67
ORD_0318,Soap Dispenser,5.0,71.41,357.05
ORD_0279,Face Cream,7.0,23.96,167.72
ORD_0848,Gamepad,10.0,1043.03,10430.3
ORD_0729,Plant Pot,3.0,118.04,354.12
ORD_0005,Gloves,,14.13,
ORD_1116,Doormat,10.0,119.9,1199.0
ORD_0247,Tomato Sauce,6.0,11.48,68.88
ORD_1127,Gloves,7.0,14.13,98.91
ORD_0508,Peanut Butter,3.0,28.1,84.3
ORD_0542,Picture Frame,8.0,88.73,709.84
ORD_0774,Storage Box,6.0,27.43,164.58
ORD_1123,Boots,7.0,20.0,140.0
ORD_0877,Rice,8.0,16.12,128.96
ORD_0454,Swimwear,1.0,130.23,130.23
ORD_0992,Blanket,4.0,37.47,149.88
ORD_0403,Hoodie,6.0,158.66,1094.75
ORD_0128,Cycling Gloves,3.0,204.17,612.51
ORD_0112,Serum,10.0,51.72,517.2
ORD_0884,Sweater,8.0,132.17,1057.36
ORD_0118,Jam,3.0,7.71,23.13
ORD_0025,Gym Bag,3.0,133.33,399.99
ORD_0767,Polo Shirt,8.0,138.95,1111.6
ORD_0047,Nuts,3.0,29.61,88.83
ORD_0713,Charger,7.0,1142.39,11995.1
ORD_0867,Gym Bag,5.0,133.33,666.65
ORD_0786,Instant Noodles,2.0,29.39,58.78
ORD_0823,Toner,2.0,20.0,40.0
ORD_0078,Oats,2.0,11.67,23.34
ORD_1059,Laptop,3.0,20.0,60.0
ORD_0936,Mouse,8.0,923.37,11080.44
ORD_0610,USB Hub,2.0,107.53,215.06
ORD_0080,Picture Frame,8.0,88.73,709.84
ORD_0656,Coasters,1.0,113.24,113.24
ORD_0702,Laundry Basket,,119.13,
ORD_0269,Scarf,5.0,142.73,820.7
ORD_0951,Deodorant,9.0,49.92,449.28
ORD_0582,Lip Balm,6.0,41.42,248.52
ORD_0370,Belt,4.0,53.41,213.64
ORD_0988,Basketball,5.0,20.0,100.0
ORD_1164,Foundation,1.0,41.65,41.65
ORD_0636,Storage Box,8.0,,
ORD_1130,Shampoo,6.0,48.94,293.64
ORD_0657,Blanket,1.0,37.47,37.47
ORD_0081,Belt,4.0,53.41,213.64
ORD_0241,Pasta,9.0,13.78,124.02
ORD_0790,Mouse,5.0,923.37,4616.85
ORD_0120,Fitness Tracker,3.0,228.04,1026.18
ORD_0575,Smartwatch,,576.28,
ORD_0001,Jump Rope,,112.2,
ORD_0205,Water Bottle,4.0,21.73,86.92
ORD_0831,Coasters,,,
ORD_1083,Mascara,1.0,27.26,27.26
ORD_0241,Jump Rope,10.0,112.2,1122.0
ORD_0133,Toner,3.0,,
ORD_0420,Smartwatch,4.0,576.28,2305.12
ORD_1087,Smartwatch,5.0,576.28,2881.4
ORD_1082,SSD Drive,1.0,,
ORD_0582,Blanket,5.0,37.47,187.35
ORD_0721,Microphone,6.0,779.69,4678.14
ORD_0741,Boots,3.0,,
ORD_0547,Tomato Sauce,5.0,11.48,57.4
ORD_0158,Mirror,,34.64,
ORD_0597,Laundry Basket,,119.13,
ORD_0758,Coat Hanger,9.0,87.64,788.76
ORD_0117,Water Bottle,7.0,21.73,152.11
ORD_0098,Mascara,,27.26,
ORD_0148,Eye Cream,3.0,11.08,33.24
ORD_1063,Bicycle Helmet,2.0,293.98,293.98
ORD_1079,Headphones,6.0,750.23,4501.38
ORD_0791,Keyboard,3.0,,
ORD_1151,Jacket,9.0,15.78,142.02
ORD_1060,Instant Noodles,10.0,29.39,293.9
ORD_0128,Granola,10.0,,
ORD_1013,Jacket,8.0,15.78,63.12
ORD_1082,Headphones,,750.23,
ORD_0300,Jacket,8.0,15.78,126.24
ORD_0250,Hair Oil,10.0,,
ORD_0634,Towel,10.0,142.76,1427.6
ORD_0252,Boots,9.0,20.0,180.0
ORD_0513,Honey,1.0,3.42,3.42
ORD_0802,Storage Box,5.0,27.43,137.15
ORD_1120,Instant Noodles,9.0,29.39,264.51
ORD_0518,Protein Bar,4.0,6.97,27.88
ORD_1142,Basketball,4.0,20.0,40.0
ORD_0650,Chocolate,3.0,13.22,39.66
ORD_0560,Skipping Rope,6.0,152.47,457.41
ORD_0488,Shorts,9.0,151.9,1367.1
ORD_0561,Keyboard,9.0,20.0,180.0
ORD_0470,Biscuits,10.0,29.25,292.5
ORD_0476,Lip Balm,1.0,41.42,41.42
ORD_0897,Razor,7.0,62.25,435.75
ORD_0704,Doormat,4.0,119.9,479.6
ORD_0581,Dried Fruit,2.0,20.0,40.0
ORD_0500,Badminton Set,,178.08,
ORD_1167,Resistance Band,1.0,267.11,267.11
ORD_0790,Lip Balm,8.0,41.42,331.36
ORD_0681,Cereal,6.0,,
ORD_0628,Gym Bag,8.0,133.33,906.64
ORD_0861,Shorts,6.0,151.9,911.4
ORD_0861,Eye Cream,2.0,11.08,22.16
ORD_1081,Vase,1.0,74.99,74.99
ORD_1063,Mouse,3.0,923.37,2770.11
ORD_0247,Sunscreen,8.0,40.27,273.84
ORD_0241,Laundry Basket,5.0,119.13,595.65
ORD_1100,Laundry Basket,3.0,,
ORD_0154,Jam,7.0,7.71,53.97
ORD_0997,Tablet,,1346.72,
ORD_0571,Perfume,8.0,9.51,76.08
ORD_0685,Skipping Rope,8.0,152.47,1219.76
ORD_1110,Microphone,3.0,779.69,2339.07
ORD_0697,Tomato Sauce,,11.48,
ORD_1093,Rice,8.0,16.12,128.96
ORD_0174,Tea,9.0,3.37,45.5
ORD_0952,Graphics Card,4.0,289.49,1157.96
ORD_0378,Boots,4.0,20.0,80.0
ORD_0760,Biscuits,6.0,,
ORD_1119,Kitchen Timer,10.0,72.94,729.4
ORD_1071,Razor,,62.25,
ORD_0540,Tennis Racket,9.0,254.89,2294.01
ORD_1009,Tablet,1.0,1346.72,673.36
ORD_0094,Rug,9.0,81.5,733.5
ORD_0958,Router,,173.62,
ORD_1012,Tomato Sauce,5.0,11.48,57.4
ORD_0453,Instant Noodles,5.0,29.39,146.95
ORD_0912,Laundry Basket,7.0,119.13,833.91
ORD_0706,Doormat,4.0,119.9,479.6
ORD_0708,Lip Balm,7.0,41.42,289.94
ORD_0218,Peanut Butter,7.0,28.1,196.7
ORD_0474,Instant Noodles,8.0,29.39,235.12
ORD_0752,Coat,1.0,130.08,130.08
ORD_0035,Running Shoes,2.0,19.47,38.94
ORD_0594,Soap Dispenser,4.0,71.41,285.64
ORD_0432,Fitness Tracker,9.0,,
ORD_0089,Olive Oil,9.0,,
ORD_0341,Chocolate,4.0,13.22,52.88
ORD_0013,Lip Balm,6.0,41.42,248.52
ORD_0551,Pasta,10.0,13.78,137.8
ORD_0357,Charger,7.0,1142.39,7996.73
ORD_0023,Resistance Band,5.0,267.11,1335.55
ORD_0522,Foundation,4.0,41.65,166.6
ORD_0078,Face Mask,1.0,,
ORD_1124,Jeans,2.0,20.0,40.0
ORD_0802,Cereal,2.0,7.98,15.96
ORD_0762,Cutting Board,1.0,37.79,37.79
ORD_0372,Gamepad,8.0,1043.03,8344.24
ORD_0170,Badminton Set,7.0,178.08,1246.56
ORD_0404,Nail Polish,10.0,43.42,434.2
ORD_0442,Granola,5.0,3.28,16.4
ORD_0747,Headphones,6.0,750.23,4501.38
ORD_0154,Running Shoes,10.0,19.47,194.7
ORD_0769,Earbuds,6.0,1420.23,8521.38
ORD_1016,Power Bank,5.0,266.91,1334.55
ORD_0076,Plant Pot,2.0,118.04,236.08
ORD_0990,SSD Drive,1.0,819.93,819.93
ORD_0516,Jacket,8.0,15.78,126.24
ORD_0187,USB Hub,2.0,107.53,215.06
ORD_1040,Sweater,5.0,132.17,660.85
ORD_0491,Perfume,,9.51,
ORD_0792,Shorts,9.0,151.9,1367.1
ORD_0184,Boots,6.0,20.0,120.0
ORD_0336,Candle,5.0,127.47,637.35
ORD_0493,USB Hub,7.0,107.53,1129.07
ORD_0092,Doormat,2.0,119.9,275.77
ORD_0879,Mouse,6.0,923.37,5540.22
ORD_0354,Belt,7.0,53.41,186.94
ORD_0182,Dumbbell,7.0,180.1,1260.7
ORD_0258,Smart TV,6.0,563.86,3383.16
ORD_0682,Kitchen Timer,2.0,72.94,72.94
ORD_0497,Badminton Set,9.0,178.08,1602.72
ORD_0508,Smartwatch,1.0,576.28,288.14
ORD_0896,Lamp,5.0,129.35,646.75
ORD_0160,Doormat,1.0,119.9,119.9
ORD_0852,Mirror,7.0,34.64,242.48
ORD_0880,Dress,4.0,65.57,262.28
ORD_0690,Scarf,4.0,142.73,570.92
ORD_0380,Blanket,9.0,37.47,337.23
ORD_0115,Soap Dispenser,7.0,71.41,499.87
ORD_0957,Cushion,8.0,,
ORD_0095,Jump Rope,,112.2,
ORD_0796,Cardigan,1.0,131.63,131.63
ORD_0735,Mascara,7.0,27.26,190.82
ORD_0983,Swimwear,6.0,130.23,781.38
ORD_0691,Sweater,6.0,132.17,396.51
ORD_1188,Deodorant,8.0,49.92,399.36
ORD_1192,Pasta,6.0,13.78,82.68
ORD_1067,Candle,9.0,127.47,1147.23
ORD_0736,Cutting Board,2.0,37.79,75.58
ORD_0029,Tablet,9.0,1346.72,12120.48
ORD_0285,Headphones,7.0,750.23,5251.61
ORD_0397,Shower Gel,3.0,31.86,95.58
ORD_1194,Deodorant,2.0,49.92,49.92
ORD_0012,Socks,5.0,68.84,344.2
ORD_0499,Resistance Band,2.0,267.11,534.22
ORD_0718,Yoga Mat,10.0,15.35,153.5
ORD_0754,Lip Balm,3.0,41.42,124.26
ORD_0035,Rice,2.0,16.12,32.24
ORD_0727,Gloves,3.0,14.13,42.39
ORD_0849,Jacket,1.0,15.78,15.78
ORD_0618,Cardigan,7.0,131.63,921.41
ORD_0090,Blazer,1.0,88.9,88.9
ORD_0830,Mug,6.0,92.79,556.74
ORD_0776,Razor,,,
ORD_1193,Football,3.0,122.47,367.41
ORD_0605,Vase,10.0,74.99,749.9
ORD_0970,Running Shoes,1.0,,
ORD_1022,Tablet,4.0,1346.72,5386.88
ORD_0878,Cardigan,4.0,131.63,526.52
ORD_0017,Shorts,8.0,151.9,1215.2
ORD_0621,Cereal,7.0,7.98,55.86
ORD_0418,Biscuits,2.0,29.25,58.5
ORD_0115,Graphics Card,1.0,289.49,289.49
ORD_0617,Blanket,8.0,37.47,299.76
ORD_0515,Picture Frame,6.0,88.73,532.38
ORD_0826,Mug,10.0,92.79,927.9
ORD_1099,Gloves,1.0,14.13,14.13
ORD_0010,Dried Fruit,10.0,20.0,200.0
ORD_0413,Chocolate,2.0,,
ORD_0538,Sports Watch,1.0,35.57,35.57
ORD_0729,Running Shoes,7.0,19.47,136.29
ORD_1021,Headphones,5.0,750.23,3751.15
ORD_0882,Resistance Band,10.0,267.11,2671.1
ORD_1018,Kitchen Timer,2.0,,
ORD_0761,Eye Cream,4.0,11.08,50.97
ORD_0976,Jam,6.0,7.71,46.26
ORD_0138,Microphone,3.0,779.69,2339.07
ORD_1071,Tea,8.0,3.37,26.96
ORD_0676,Smartphone,4.0,945.45,3781.8
ORD_0457,Instant Noodles,1.0,,
ORD_0920,T-Shirt,4.0,20.0,80.0
ORD_0192,Soap Dispenser,2.0,71.41,142.82
ORD_0739,Water Bottle,7.0,21.73,152.11
ORD_1123,Jacket,9.0,15.78,142.02
ORD_0978,Monitor,1.0,548.49,548.49
ORD_0135,Earbuds,10.0,,
ORD_1106,Laundry Basket,2.0,119.13,238.26
ORD_1009,Coat,2.0,130.08,260.16
ORD_0096,Nuts,4.0,29.61,118.44
ORD_0663,Scarf,5.0,142.73,713.65
ORD_0037,Water Bottle,6.0,21.73,130.38
ORD_0713,Foundation,6.0,41.65,249.9
ORD_0279,Crackers,6.0,,
ORD_0217,Soap Dispenser,10.0,71.41,714.1
ORD_0867,Clock,6.0,137.5,825.0
ORD_0873,Rug,1.0,81.5,81.5
ORD_0062,Laundry Basket,5.0,,
ORD_0596,Kitchen Timer,3.0,72.94,218.82
ORD_1119,Coat,5.0,130.08,650.4
ORD_1166,Rice,9.0,16.12,145.08
ORD_0557,Vase,5.0,74.99,374.95
ORD_0729,Keyboard,10.0,20.0,170.0
ORD_0397,Running Shoes,10.0,19.47,194.7
ORD_0699,T-Shirt,10.0,20.0,170.0
ORD_1045,Cycling Gloves,,204.17,
ORD_1043,Tablet,4.0,1346.72,2693.44
ORD_0177,Foam Roller,3.0,77.79,233.37
ORD_0652,Kitchen Timer,2.0,72.94,145.88
ORD_0396,Granola,2.0,3.28,6.56
ORD_0302,Picture Frame,10.0,88.73,887.3
ORD_0445,Keyboard,5.0,,
ORD_0767,Body Lotion,9.0,18.63,167.67
ORD_0478,Toothbrush,6.0,77.28,231.84
ORD_0097,Candle,6.0,127.47,764.82
ORD_0076,Foam Roller,10.0,77.79,777.9
ORD_0578,Granola,5.0,3.28,8.2
ORD_0265,Pasta,3.0,13.78,41.34
ORD_0438,Scarf,8.0,142.73,1141.84
ORD_0315,Deodorant,8.0,49.92,399.36
ORD_0455,Mouse,8.0,923.37,7386.96
ORD_0718,Soup,2.0,26.96,53.92
ORD_0265,Shorts,10.0,151.9,1519.0
ORD_0735,Boots,3.0,20.0,60.0
ORD_1159,Rug,6.0,81.5,489.0
ORD_0851,SSD Drive,10.0,819.93,8199.3
ORD_0144,Serum,,51.72,
ORD_0885,Jacket,3.0,,
ORD_1093,Sunscreen,,40.27,
ORD_0671,Smartwatch,2.0,576.28,1152.56
ORD_1123,Shower Gel,9.0,31.86,286.74
ORD_0396,Microphone,7.0,779.69,5457.83
ORD_1049,Conditioner,8.0,38.22,305.76
ORD_0127,Hoodie,3.0,158.66,475.98
ORD_1021,Jam,8.0,7.71,61.68
ORD_0948,Laundry Basket,9.0,119.13,1072.17
ORD_0027,Socks,8.0,68.84,550.72
ORD_0891,Coasters,3.0,113.24,339.72
ORD_0257,Smartwatch,8.0,576.28,4610.24
ORD_1175,Knee Pads,3.0,37.22,111.66
ORD_1168,Jacket,1.0,15.78,15.78
ORD_0569,Socks,3.0,68.84,206.52
ORD_1063,Storage Box,6.0,27.43,164.58
ORD_0109,Monitor,9.0,548.49,4936.41
ORD_0243,Lamp,7.0,129.35,905.45
ORD_1066,Perfume,2.0,9.51,19.02
ORD_0935,Hair Oil,5.0,20.0,100.0
ORD_0444,Soup,10.0,26.96,269.6
ORD_0398,Webcam,5.0,,
ORD_0972,Sports Watch,8.0,35.57,284.56
ORD_0920,Storage Box,2.0,27.43,54.86
ORD_0634,Coat Hanger,8.0,87.64,806.29
ORD_0171,Cereal,5.0,7.98,39.9
ORD_0561,Laundry Basket,,119.13,
ORD_1157,Swimwear,5.0,130.23,651.15
ORD_1187,Tea,10.0,3.37,33.7
ORD_1063,Serum,6.0,,
ORD_0733,Microphone,9.0,779.69,7017.21
ORD_0235,Running Shoes,7.0,19.47,136.29
ORD_0658,Microphone,10.0,779.69,8966.43
ORD_0751,Plant Pot,8.0,118.04,944.32
ORD_0185,Granola,9.0,3.28,29.52
ORD_0588,Plant Pot,6.0,118.04,708.24
ORD_0357,Scarf,3.0,142.73,428.19
ORD_1140,Socks,5.0,68.84,344.2
ORD_1057,Conditioner,3.0,38.22,114.66
ORD_1033,Boots,,20.0,
ORD_0780,Resistance Band,9.0,267.11,2403.99
ORD_1098,Water Bottle,1.0,21.73,21.73
ORD_0268,Dried Fruit,9.0,,
ORD_0954,T-Shirt,10.0,20.0,200.0
ORD_0864,Gamepad,10.0,1043.03,10430.3
ORD_0425,Kitchen Timer,5.0,72.94,364.7
ORD_0636,Doormat,9.0,119.9,1079.1
ORD_0166,Rice,7.0,16.12,112.84
ORD_0891,Crackers,9.0,24.01,216.09
ORD_0492,Serum,2.0,51.72,103.44
ORD_0016,Earbuds,1.0,,
ORD_0913,Towel,4.0,142.76,571.04
ORD_1198,Basketball,9.0,20.0,180.0
ORD_1192,Coasters,8.0,113.24,905.92
ORD_0756,Monitor,5.0,548.49,2742.45
ORD_0473,Basketball,9.0,20.0,180.0
ORD_0170,Leggings,9.0,21.18,190.62
ORD_1139,Skirt,6.0,,
ORD_0946,Dumbbell,5.0,180.1,900.5
ORD_0012,Biscuits,8.0,29.25,234.0
ORD_0795,Smart TV,8.0,,
ORD_1091,Speaker,1.0,1049.85,1049.85
ORD_0243,Blanket,3.0,37.47,112.41
ORD_0637,Smart TV,1.0,563.86,648.44
ORD_0634,Smart TV,9.0,,
ORD_0029,Earbuds,5.0,1420.23,7101.15
ORD_1027,Candle,10.0,127.47,1274.7
ORD_1189,Laptop,,20.0,
ORD_0830,Dress,9.0,65.57,590.13
ORD_0301,Rice,6.0,16.12,48.36
ORD_0687,Coffee,2.0,9.46,18.92
ORD_0837,Crackers,1.0,24.01,24.01
ORD_0755,SSD Drive,5.0,819.93,4099.65
ORD_0339,Scarf,5.0,142.73,713.65
ORD_0500,Instant Noodles,10.0,,
ORD_0511,Clock,5.0,137.5,687.5
ORD_0217,Bicycle Helmet,6.0,,
ORD_1156,Storage Box,8.0,27.43,219.44
ORD_1094,Shorts,5.0,151.9,759.5
ORD_0445,Face Cream,7.0,23.96,167.72
ORD_0876,Olive Oil,9.0,15.63,140.67
ORD_0801,Jump Rope,,,
ORD_0318,Running Shoes,6.0,19.47,116.82
ORD_0264,Soup,1.0,26.96,26.96
ORD_0944,Hat,8.0,165.24,1520.21
ORD_0167,Hoodie,6.0,158.66,951.96
ORD_0091,Monitor,5.0,548.49,2742.45
ORD_0714,Candle,10.0,127.47,1274.7
ORD_0467,Shower Gel,4.0,31.86,108.32
ORD_0039,Cereal,10.0,7.98,79.8
ORD_1150,Mouse,4.0,923.37,3693.48
ORD_0282,Swimwear,10.0,130.23,1302.3
ORD_0184,Eye Cream,,11.08,
ORD_0428,Tomato Sauce,7.0,11.48,80.36
ORD_0173,Coasters,10.0,113.24,1132.4
ORD_0653,Gamepad,5.0,1043.03,2607.57
ORD_0318,Granola,5.0,3.28,16.4
ORD_0508,Smart TV,,563.86,
ORD_0754,Lip Balm,,41.42,
ORD_1082,Storage Box,7.0,27.43,192.01
ORD_0476,Pasta,6.0,13.78,82.68
ORD_0200,Crackers,10.0,24.01,240.1
ORD_0456,Jump Rope,,112.2,
ORD_0829,Laptop,9.0,20.0,180.0
ORD_0816,Bicycle Helmet,8.0,293.98,2351.84
ORD_0389,Olive Oil,5.0,,
ORD_0901,Leggings,5.0,21.18,105.9
ORD_0121,Speaker,3.0,1049.85,3149.55
ORD_0995,Earbuds,2.0,1420.23,4260.69
ORD_0895,Dried Fruit,5.0,20.0,100.0
ORD_1025,Tennis Racket,9.0,254.89,2294.01
ORD_0962,Razor,2.0,62.25,124.5
ORD_0824,Hat,1.0,165.24,165.24
ORD_0387,Cycling Gloves,9.0,,
ORD_0348,Power Bank,10.0,266.91,2669.1
ORD_0141,Mirror,3.0,34.64,103.92
ORD_0662,Tablet,9.0,1346.72,12120.48
ORD_0190,Gamepad,4.0,1043.03,4172.12
ORD_0505,Power Bank,10.0,266.91,2669.1
ORD_0165,Webcam,8.0,1047.62,8380.96
ORD_1034,Sweater,7.0,132.17,925.19
ORD_0824,Foundation,10.0,41.65,416.5
ORD_0929,Hair Oil,9.0,20.0,180.0
ORD_0934,Jacket,5.0,15.78,78.9
ORD_1141,Shower Gel,2.0,31.86,31.86
ORD_0751,Towel,4.0,142.76,571.04
ORD_0134,Mirror,1.0,34.64,34.64
ORD_0544,Cycling Gloves,4.0,204.17,816.68
ORD_0557,Doormat,3.0,119.9,359.7
ORD_0058,Earbuds,2.0,1420.23,4260.69
ORD_0685,Chocolate,2.0,13.22,26.44
ORD_0046,Graphics Card,7.0,289.49,2026.43
ORD_0672,Serum,2.0,51.72,103.44
ORD_0372,Storage Box,3.0,27.43,82.29
ORD_0987,Tomato Sauce,,11.48,
ORD_0807,Foam Roller,6.0,77.79,466.74
ORD_0173,Coffee,7.0,9.46,66.22
ORD_0815,Tea,3.0,3.37,10.11
ORD_1173,Dried Fruit,1.0,20.0,10.0
ORD_0715,Swimwear,7.0,130.23,911.61
ORD_0549,Dried Fruit,,20.0,
ORD_0080,Gym Bag,1.0,133.33,200.0
ORD_0886,Face Cream,,23.96,
ORD_0897,Cutting Board,10.0,37.79,377.9
ORD_0197,Tablet,7.0,1346.72,9427.04
ORD_0203,Serum,7.0,51.72,362.04
ORD_0583,Earbuds,,1420.23,
ORD_0472,Tablet,,1346.72,
ORD_0764,Belt,1.0,53.41,80.11
ORD_0047,Mug,6.0,92.79,556.74
ORD_1167,Pasta,4.0,13.78,55.12
ORD_0656,Body Lotion,2.0,18.63,37.26
ORD_0471,Football,8.0,122.47,489.88
ORD_0971,Lip Balm,2.0,41.42,82.84
ORD_1036,Jam,8.0,7.71,61.68
ORD_0284,Webcam,8.0,1047.62,8380.96
ORD_0736,Sports Watch,2.0,35.57,71.14
ORD_0784,Mug,2.0,92.79,185.58
