customer_id,order_date,store_name,status,total_amount,order_reference
84,11-24-2024,CityStore,pending,203.13,ORD_0463
332,01-04-2023,HarborStore,Cancelled,667.27,ORD_0464
394,2023-02-15,WestStore,shipped,462.75,ORD_0465
505,09/08/2024,NorthStore,COMPLETED,266.67,ORD_0466
130,20/06/2024,MainStore,cancelled,348.81,ORD_0467
372,26 April 2024,EastStore,SHIPPED,252.77,ORD_0468
143,02/08/2022,CenterStore,SHIPPED,276.02,ORD_0469
36,14/12/2023,WestStore,Cancelled,256.06,ORD_0470
163,03/10/2023,WestStore,pending,764.42,ORD_0471
268,11-08-2023,SouthStore,Completed,54.41,ORD_0472
239,07-14-2022,PlazaStore,pending,114.97,ORD_0473
491,23 June 2022,EastStore,cancelled,782.72,ORD_0474
447,09-28-2024,CityStore,COMPLETED,514.55,ORD_0475
529,6 June 2024,NorthStore,cancelled,547.88,ORD_0476
470,17 May 2024,PlazaStore,Pending,7.88,ORD_0477
282,02-11-2024,PlazaStore,Pending,745.66,ORD_0478
381,11-27-2024,MainStore,cancelled,758.47,ORD_0479
241,05-19-2023,WestStore,Completed,625.77,ORD_0480
375,4 August 2023,CenterStore,Cancelled,617.07,ORD_0481
291,04-04-2022,HarborStore,pending,89.74,ORD_0482
512,19 July 2024,CenterStore,SHIPPED,618.08,ORD_0483
291,15/05/2024,CityStore,Cancelled,348.26,ORD_0484
220,05-16-2024,,cancelled,579.29,ORD_0485
572,10-28-2022,MarketStore,completed,492.18,ORD_0486
358,2024-03-23,SouthStore,Shipped,736.06,ORD_0487
549,03/12/2024,MainStore,SHIPPED,709.3,ORD_0488
18,27 September 2024,MainStore,Cancelled,433.39,ORD_0489
252,12/10/2024,MarketStore,pending,719.01,ORD_0490
520,07/12/2023,CityStore,cancelled,525.58,ORD_0491
379,19 June 2023,HarborStore,Cancelled,215.81,ORD_0492
525,27 February 2023,CityStore,Shipped,611.42,ORD_0493
37,2 March 2023,SouthStore,pending,749.8,ORD_0494
593,17 February 2022,WestStore,Completed,23.9,ORD_0495
369,21 June 2022,HarborStore,cancelled,42.51,ORD_0496
181,04-22-2022,SouthStore,Pending,632.47,ORD_0497
425,2023-03-11,CenterStore,COMPLETED,31.33,ORD_0498
108,24 October 2024,CityStore,COMPLETED,291.53,ORD_0499
508,2022-03-27,MainStore,shipped,579.52,ORD_0500
26,20/02/2022,EastStore,SHIPPED,176.67,ORD_0501
129,26 December 2024,MainStore,SHIPPED,245.36,ORD_0502
129,26 July 2022,MarketStore,COMPLETED,17.13,ORD_0503
129,2022-05-17,WestStore,shipped,6.86,ORD_0504
315,24 June 2022,MarketStore,COMPLETED,604.71,ORD_0505
109,2022-12-09,MarketStore,SHIPPED,661.47,ORD_0506
115,2023-10-01,CenterStore,Cancelled,313.85,ORD_0507
276,03-02-2024,NorthStore,shipped,664.77,ORD_0508
54,15 May 2024,PlazaStore,Completed,283.83,ORD_0509
494,10-05-2024,WestStore,Pending,253.79,ORD_0510
170,08/07/2022,WestStore,shipped,674.01,ORD_0511
73,2024-10-22,EastStore,pending,716.94,ORD_0512
82,2023-05-12,EastStore,SHIPPED,445.02,ORD_0513
356,15/10/2023,MainStore,Completed,360.2,ORD_0514
492,2022-05-28,PlazaStore,Shipped,732.09,ORD_0515
433,01-26-2022,CenterStore,shipped,328.93,ORD_0516
554,17/12/2024,SouthStore,pending,271.78,ORD_0517
210,2024-11-09,PlazaStore,Completed,48.98,ORD_0518
307,23/12/2023,SouthStore,Cancelled,651.22,ORD_0519
419,10-15-2022,PlazaStore,pending,719.91,ORD_0520
444,07-22-2022,EastStore,Pending,374.57,ORD_0521
117,28 May 2024,MainStore,Pending,292.9,ORD_0522
589,03/09/2024,CenterStore,pending,133.88,ORD_0523
598,2024-08-18,SouthStore,cancelled,533.94,ORD_0524
38,05/02/2022,HarborStore,cancelled,744.52,ORD_0525
1,2024-12-11,PlazaStore,cancelled,620.24,ORD_0526
303,05-04-2023,WestStore,COMPLETED,774.73,ORD_0527
107,10-06-2024,EastStore,Shipped,202.47,ORD_0528
107,01-06-2022,CenterStore,cancelled,386.69,ORD_0529
570,04-14-2023,NorthStore,shipped,274.68,ORD_0530
263,06-10-2023,CenterStore,Shipped,360.24,ORD_0531
43,27 March 2023,CenterStore,SHIPPED,424.67,ORD_0532
89,10/07/2022,CityStore,Pending,309.11,ORD_0533
584,05-02-2024,CenterStore,Shipped,699.94,ORD_0534
438,10-09-2022,MainStore,COMPLETED,496.31,ORD_0535
505,16 December 2023,CenterStore,SHIPPED,598.1,ORD_0536
186,01-19-2024,PlazaStore,Cancelled,469.87,ORD_0537
100,2023-04-04,SouthStore,COMPLETED,510.54,ORD_0538
389,9 January 2024,,Cancelled,141.73,ORD_0539
520,07-20-2022,EastStore,Cancelled,308.68,ORD_0540
184,15 August 2024,WestStore,Shipped,715.87,ORD_0541
563,19 October 2022,MarketStore,Shipped,41.78,ORD_0542
54,12-09-2023,,shipped,470.6,ORD_0543
268,24/02/2022,MarketStore,completed,13.03,ORD_0544
363,2024-03-02,PlazaStore,Cancelled,622.4,ORD_0545
312,11 April 2024,PlazaStore,COMPLETED,43.85,ORD_0546
490,14 March 2023,PlazaStore,COMPLETED,547.57,ORD_0547
397,10/05/2022,NorthStore,Shipped,671.49,ORD_0548
43,09-22-2024,SouthStore,Cancelled,570.85,ORD_0549
107,25 September 2022,MarketStore,Completed,425.54,ORD_0550
58,28 May 2023,PlazaStore,shipped,53.27,ORD_0551
313,14/01/2023,MainStore,COMPLETED,256.9,ORD_0552
378,16 September 2022,CenterStore,shipped,175.47,ORD_0553
464,2022-12-28,CityStore,cancelled,355.55,ORD_0554
84,19 December 2022,NorthStore,Pending,797.08,ORD_0555
398,13/06/2023,SouthStore,Completed,58.14,ORD_0556
132,2 November 2023,PlazaStore,SHIPPED,123.29,ORD_0557
163,08-14-2022,WestStore,cancelled,377.92,ORD_0558
107,01/05/2023,HarborStore,completed,308.22,ORD_0559
457,19/10/2023,WestStore,shipped,451.88,ORD_0560
450,05-25-2023,CityStore,completed,320.14,ORD_0561
312,2024-07-01,WestStore,Shipped,28.89,ORD_0562
465,2022-06-12,NorthStore,pending,304.14,ORD_0563
86,28 May 2023,NorthStore,completed,704.66,ORD_0564
185,28 June 2022,HarborStore,pending,725.01,ORD_0565
479,27/02/2024,SouthStore,COMPLETED,153.52,ORD_0566
447,2024-01-16,EastStore,COMPLETED,463.59,ORD_0567
355,28/01/2024,SouthStore,Shipped,205.95,ORD_0568
50,6 April 2023,CityStore,Completed,718.02,ORD_0569
63,12 January 2023,PlazaStore,SHIPPED,533.07,ORD_0570
334,10-19-2024,PlazaStore,shipped,692.16,ORD_0571
257,2 April 2022,EastStore,COMPLETED,169.94,ORD_0572
172,20/02/2022,MainStore,cancelled,519.88,ORD_0573
39,2024-09-22,WestStore,cancelled,592.78,ORD_0574
45,20/02/2022,,pending,397.51,ORD_0575
545,01/06/2023,,completed,796.36,ORD_0576
457,26/03/2022,NorthStore,pending,297.91,ORD_0577
375,12 October 2022,SouthStore,cancelled,29.87,ORD_0578
397,06/04/2022,CenterStore,Pending,232.01,ORD_0579
114,17 February 2024,MarketStore,SHIPPED,115.47,ORD_0580
239,18/09/2023,MarketStore,Completed,581.31,ORD_0581
479,24 February 2024,HarborStore,completed,355.58,ORD_0582
169,2023-12-08,HarborStore,completed,174.39,ORD_0583
399,17 July 2023,MainStore,pending,592.49,ORD_0584
583,10 May 2023,PlazaStore,Cancelled,206.09,ORD_0585
20,01-27-2022,EastStore,Pending,202.99,ORD_0586
516,2022-06-04,NorthStore,Pending,391.16,ORD_0587
318,01/08/2023,CenterStore,COMPLETED,705.96,ORD_0588
54,12-13-2023,CityStore,Cancelled,133.77,ORD_0589
541,8 June 2023,WestStore,SHIPPED,63.23,ORD_0590
372,04-11-2024,MarketStore,completed,313.51,ORD_0591
92,3 January 2023,CenterStore,Pending,540.34,ORD_0592
358,20/01/2023,CityStore,Pending,411.69,ORD_0593
190,23 October 2023,,Completed,69.74,ORD_0594
98,28/08/2022,NorthStore,COMPLETED,281.83,ORD_0595
275,2024-10-15,,Shipped,69.74,ORD_0596
346,12-26-2022,EastStore,SHIPPED,72.15,ORD_0597
254,19 December 2023,MarketStore,SHIPPED,265.13,ORD_0598
579,10/10/2024,CityStore,COMPLETED,721.85,ORD_0599
595,2023-11-25,MainStore,Completed,441.01,ORD_0600
599,20 March 2024,SouthStore,completed,753.31,ORD_0601
77,19 February 2023,HarborStore,SHIPPED,784.34,ORD_0602
293,10-22-2022,MarketStore,pending,39.51,ORD_0603
553,08/06/2024,MainStore,SHIPPED,52.62,ORD_0604
148,08/10/2024,SouthStore,cancelled,248.34,ORD_0605
126,01-24-2023,NorthStore,completed,566.51,ORD_0606
19,02-12-2022,MainStore,Completed,177.26,ORD_0607
272,2023-10-13,MarketStore,completed,452.36,ORD_0608
206,12-04-2022,MarketStore,COMPLETED,747.01,ORD_0609
471,04-12-2023,NorthStore,Completed,64.0,ORD_0610
586,25/07/2022,MarketStore,Cancelled,227.73,ORD_0611
390,11 December 2023,EastStore,cancelled,204.47,ORD_0612
278,17/11/2023,PlazaStore,Shipped,572.94,ORD_0613
134,02-23-2024,MarketStore,cancelled,464.78,ORD_0614
353,2023-07-08,NorthStore,Cancelled,772.47,ORD_0615
564,8 May 2023,PlazaStore,SHIPPED,221.89,ORD_0616
71,7 June 2022,WestStore,Shipped,225.47,ORD_0617
530,2022-08-02,NorthStore,Cancelled,728.09,ORD_0618
239,05-28-2022,PlazaStore,pending,108.55,ORD_0619
341,11-12-2024,EastStore,pending,355.97,ORD_0620
73,2024-03-17,EastStore,Completed,480.29,ORD_0621
536,27 February 2023,CityStore,completed,736.78,ORD_0622
237,2 October 2024,SouthStore,shipped,630.24,ORD_0623
302,2022-01-06,,COMPLETED,87.38,ORD_0624
577,2022-04-17,HarborStore,cancelled,723.81,ORD_0625
46,11/11/2022,CenterStore,Cancelled,704.57,ORD_0626
84,12-03-2022,NorthStore,Shipped,722.57,ORD_0627
454,2022-09-11,CityStore,cancelled,95.42,ORD_0628
522,21 October 2023,EastStore,COMPLETED,304.17,ORD_0629
32,7 December 2022,PlazaStore,pending,330.7,ORD_0630
377,2022-07-22,PlazaStore,Shipped,671.52,ORD_0631
140,03-27-2024,WestStore,cancelled,86.09,ORD_0632
486,25 April 2023,,cancelled,779.49,ORD_0633
431,06-28-2024,HarborStore,COMPLETED,511.99,ORD_0634
396,12 January 2024,SouthStore,pending,58.33,ORD_0635
412,27 July 2022,CityStore,Cancelled,376.42,ORD_0636
5,02-13-2024,CenterStore,Pending,213.93,ORD_0637
557,05-09-2024,CenterStore,cancelled,335.5,ORD_0638
535,10-11-2022,MarketStore,Cancelled,155.52,ORD_0639
592,05-02-2023,MainStore,cancelled,679.09,ORD_0640
577,15/04/2022,MarketStore,Shipped,420.08,ORD_0641
588,2024-01-14,MarketStore,Pending,284.26,ORD_0642
1,27/07/2023,MarketStore,completed,664.86,ORD_0643
483,07-01-2024,,completed,555.47,ORD_0644
504,2024-07-09,MarketStore,Completed,104.9,ORD_0645
381,09-14-2024,EastStore,shipped,78.96,ORD_0646
167,2022-07-05,CityStore,COMPLETED,96.39,ORD_0647
177,10-24-2024,EastStore,completed,62.35,ORD_0648
345,16/11/2023,PlazaStore,Shipped,690.71,ORD_0649
488,25/08/2024,EastStore,Completed,437.4,ORD_0650
301,12/11/2023,NorthStore,cancelled,630.61,ORD_0651
510,11-12-2024,PlazaStore,COMPLETED,213.09,ORD_0652
231,14 June 2024,PlazaStore,completed,446.01,ORD_0653
500,2023-08-23,NorthStore,pending,482.36,ORD_0654
87,14 June 2023,MainStore,Completed,615.97,ORD_0655
82,2022-03-04,MainStore,COMPLETED,632.97,ORD_0656
569,06-04-2023,NorthStore,Cancelled,725.15,ORD_0657
150,16 September 2023,PlazaStore,Completed,759.29,ORD_0658
327,16/01/2022,WestStore,pending,484.94,ORD_0659
113,08-18-2022,WestStore,Pending,52.09,ORD_0660
70,16/01/2023,MarketStore,pending,242.97,ORD_0661
540,13/12/2022,NorthStore,Pending,726.86,ORD_0662
564,01-19-2023,PlazaStore,completed,604.52,ORD_0663
560,2024-05-26,,Cancelled,485.32,ORD_0664
331,12/04/2023,CityStore,completed,654.91,ORD_0665
512,06-13-2022,WestStore,Shipped,448.52,ORD_0666
279,09/05/2023,CityStore,Cancelled,715.68,ORD_0667
150,20/01/2023,CenterStore,shipped,41.13,ORD_0668
581,05/10/2024,CenterStore,Pending,61.81,ORD_0669
425,2024-11-05,SouthStore,SHIPPED,391.56,ORD_0670
177,12-11-2022,,Shipped,451.93,ORD_0671
532,7 March 2022,EastStore,shipped,280.39,ORD_0672
130,25 February 2023,CenterStore,SHIPPED,120.0,ORD_0673
155,2022-09-03,MainStore,Completed,492.62,ORD_0674
430,2023-03-20,MarketStore,Cancelled,379.84,ORD_0675
74,2024-08-01,PlazaStore,pending,667.18,ORD_0676
83,09-24-2023,EastStore,pending,62.29,ORD_0677
570,2023-01-15,WestStore,pending,189.5,ORD_0678
275,12/01/2024,,pending,368.68,ORD_0679
80,2024-05-15,SouthStore,Completed,598.72,ORD_0680
436,08/10/2022,SouthStore,Shipped,759.0,ORD_0681
217,05-12-2022,MainStore,SHIPPED,38.48,ORD_0682
19,01/03/2023,CityStore,cancelled,722.51,ORD_0683
417,2022-05-03,,shipped,552.65,ORD_0684
250,07-28-2023,,pending,685.78,ORD_0685
222,03/05/2023,HarborStore,pending,545.32,ORD_0686
368,12 November 2023,NorthStore,Shipped,596.12,ORD_0687
372,17/10/2023,MainStore,shipped,289.68,ORD_0688
272,23/01/2024,MainStore,cancelled,221.89,ORD_0689
286,06-21-2022,SouthStore,shipped,531.61,ORD_0690
144,05-17-2024,MarketStore,SHIPPED,339.51,ORD_0691
364,07-26-2024,PlazaStore,SHIPPED,272.02,ORD_0692
596,23 July 2024,PlazaStore,shipped,258.79,ORD_0693
199,2023-07-22,PlazaStore,Pending,268.24,ORD_0694
116,28/03/2022,MarketStore,SHIPPED,43.82,ORD_0695
194,2024-01-28,WestStore,Completed,484.53,ORD_0696
493,04-17-2022,NorthStore,Shipped,238.4,ORD_0697
201,17/04/2023,,completed,482.67,ORD_0698
423,19/10/2023,EastStore,Shipped,138.32,ORD_0699
118,10/12/2022,NorthStore,Shipped,119.82,ORD_0700
134,01/02/2023,CenterStore,pending,250.78,ORD_0701
565,07-19-2022,HarborStore,Pending,17.73,ORD_0702
274,2 September 2023,CityStore,shipped,522.46,ORD_0703
272,13/09/2023,CityStore,shipped,581.09,ORD_0704
201,09-12-2022,NorthStore,COMPLETED,218.55,ORD_0705
39,05/02/2024,SouthStore,Shipped,610.55,ORD_0706
551,07/01/2023,CenterStore,COMPLETED,635.56,ORD_0707
127,2023-08-04,EastStore,pending,110.6,ORD_0708
1,2024-06-26,NorthStore,cancelled,74.92,ORD_0709
428,12 August 2023,PlazaStore,Cancelled,755.3,ORD_0710
517,2022-07-08,SouthStore,SHIPPED,674.62,ORD_0711
4,17/07/2022,WestStore,Completed,772.91,ORD_0712
547,05-12-2023,CityStore,completed,247.74,ORD_0713
45,8 April 2024,HarborStore,completed,639.46,ORD_0714
456,8 August 2024,MainStore,COMPLETED,672.28,ORD_0715
91,16/10/2023,MainStore,SHIPPED,302.59,ORD_0716
147,27/09/2023,CityStore,COMPLETED,353.95,ORD_0717
517,07/09/2022,MarketStore,completed,264.27,ORD_0718
148,01/01/2023,MarketStore,Shipped,714.52,ORD_0719
347,19/06/2022,CenterStore,pending,240.81,ORD_0720
577,10-16-2022,,shipped,716.88,ORD_0721
334,2023-06-13,WestStore,COMPLETED,293.77,ORD_0722
464,17 November 2022,NorthStore,Cancelled,771.08,ORD_0723
293,24/08/2024,HarborStore,shipped,651.92,ORD_0724
384,2022-03-21,,SHIPPED,31.14,ORD_0725
589,2023-01-01,CenterStore,pending,392.05,ORD_0726
316,22 June 2022,HarborStore,Shipped,317.12,ORD_0727
564,1 January 2024,PlazaStore,Shipped,550.86,ORD_0728
354,2024-10-07,MarketStore,COMPLETED,581.68,ORD_0729
281,9 January 2023,,COMPLETED,202.98,ORD_0730
144,13 April 2023,NorthStore,Completed,274.49,ORD_0731
419,2022-01-25,PlazaStore,Shipped,746.97,ORD_0732
211,2024-02-01,CityStore,Completed,567.57,ORD_0733
76,27/07/2023,,Shipped,42.57,ORD_0734
23,08-15-2022,HarborStore,Pending,784.46,ORD_0735
147,2022-09-13,MainStore,pending,96.29,ORD_0736
80,09-04-2023,,Completed,199.97,ORD_0737
280,23/07/2023,EastStore,Completed,714.17,ORD_0738
202,15 February 2022,,completed,183.35,ORD_0739
422,27 March 2023,CenterStore,Cancelled,92.7,ORD_0740
155,06-17-2023,SouthStore,COMPLETED,513.02,ORD_0741
66,06/10/2023,NorthStore,cancelled,762.93,ORD_0742
600,01-22-2023,MainStore,Pending,664.87,ORD_0743
398,01/07/2024,MarketStore,Shipped,387.61,ORD_0744
386,12-09-2023,MainStore,shipped,12.05,ORD_0745
199,2022-04-04,SouthStore,Shipped,651.13,ORD_0746
358,23 August 2022,CenterStore,pending,46.24,ORD_0747
465,02-05-2024,PlazaStore,cancelled,485.33,ORD_0748
556,10-28-2024,PlazaStore,Cancelled,539.15,ORD_0749
115,2022-12-01,HarborStore,pending,193.93,ORD_0750
213,07-28-2024,CityStore,completed,795.57,ORD_0751
257,16/05/2022,MarketStore,Completed,86.33,ORD_0752
338,11 August 2024,NorthStore,pending,179.37,ORD_0753
160,2024-08-16,MainStore,COMPLETED,264.75,ORD_0754
295,23/06/2022,WestStore,shipped,291.47,ORD_0755
548,2024-10-15,MarketStore,SHIPPED,121.56,ORD_0756
508,07-15-2023,CenterStore,Shipped,134.55,ORD_0757
480,6 July 2024,MainStore,Completed,111.15,ORD_0758
195,04-11-2024,CityStore,SHIPPED,148.39,ORD_0759
61,24 July 2023,MainStore,COMPLETED,524.46,ORD_0760
252,05-11-2024,WestStore,SHIPPED,337.95,ORD_0761
326,05-01-2023,CityStore,Shipped,664.56,ORD_0762
60,01-16-2024,PlazaStore,completed,233.0,ORD_0763
144,2024-06-01,SouthStore,COMPLETED,471.78,ORD_0764
109,12-01-2022,EastStore,cancelled,386.67,ORD_0765
404,2022-11-01,EastStore,completed,736.54,ORD_0766
115,22 June 2022,HarborStore,COMPLETED,471.59,ORD_0767
463,03-04-2023,HarborStore,completed,445.39,ORD_0768
530,02-27-2024,PlazaStore,SHIPPED,199.2,ORD_0769
73,19/11/2024,EastStore,completed,181.77,ORD_0770
562,2023-10-03,PlazaStore,shipped,146.83,ORD_0771
97,3 January 2023,CityStore,pending,477.44,ORD_0772
589,07-24-2023,SouthStore,Pending,626.24,ORD_0773
71,10-01-2023,MainStore,Shipped,265.7,ORD_0774
50,17/11/2024,SouthStore,SHIPPED,322.42,ORD_0775
244,12-27-2023,CenterStore,completed,257.25,ORD_0776
447,2023-06-13,EastStore,Shipped,46.71,ORD_0777
146,17 April 2024,,pending,310.99,ORD_0778
260,7 May 2024,MarketStore,Pending,35.87,ORD_0779
451,2022-11-13,NorthStore,completed,162.41,ORD_0780
452,14/10/2024,HarborStore,Completed,294.33,ORD_0781
29,06-20-2022,,Cancelled,651.07,ORD_0782
215,07/02/2022,NorthStore,Shipped,616.85,ORD_0783
241,2024-06-18,HarborStore,Pending,285.57,ORD_0784
418,07-19-2024,CityStore,cancelled,757.78,ORD_0785
404,2024-09-10,MarketStore,SHIPPED,664.39,ORD_0786
37,11-15-2022,PlazaStore,shipped,355.78,ORD_0787
43,28/02/2023,,SHIPPED,450.89,ORD_0788
94,2023-05-02,,Shipped,278.24,ORD_0789
334,21 December 2023,EastStore,Pending,423.63,ORD_0790
432,12-01-2022,SouthStore,Cancelled,384.0,ORD_0791
269,02-04-2023,CityStore,completed,28.04,ORD_0792
263,2023-01-25,MainStore,Pending,146.91,ORD_0793
385,11-01-2023,NorthStore,pending,172.75,ORD_0794
294,08-01-2023,CenterStore,pending,355.02,ORD_0795
8,05/12/2024,NorthStore,SHIPPED,515.99,ORD_0796
546,11-14-2022,CenterStore,completed,778.54,ORD_0797
516,11 March 2024,SouthStore,Pending,507.72,ORD_0798
130,08-24-2022,CenterStore,shipped,760.32,ORD_0799
446,05-22-2023,MainStore,SHIPPED,258.58,ORD_0800
233,18/11/2024,MainStore,Cancelled,645.08,ORD_0801
152,12-12-2022,MainStore,Shipped,32.72,ORD_0802
241,23 December 2022,EastStore,SHIPPED,201.07,ORD_0803
214,18 October 2022,SouthStore,shipped,470.78,ORD_0804
110,12-24-2023,MarketStore,shipped,477.52,ORD_0805
67,10-16-2022,EastStore,COMPLETED,617.98,ORD_0806
274,19/01/2022,SouthStore,completed,709.51,ORD_0807
551,11/01/2023,,SHIPPED,695.67,ORD_0808
569,6 June 2022,EastStore,cancelled,480.16,ORD_0809
159,2022-04-20,MainStore,Shipped,662.15,ORD_0810
474,17 December 2023,MarketStore,completed,296.07,ORD_0811
220,10-26-2024,WestStore,completed,306.09,ORD_0812
524,2023-05-17,MainStore,COMPLETED,467.26,ORD_0813
280,27/07/2024,,shipped,280.61,ORD_0814
554,08-09-2023,CityStore,completed,550.53,ORD_0815
67,2023-09-15,SouthStore,completed,94.23,ORD_0816
140,01-11-2023,HarborStore,Cancelled,20.64,ORD_0817
227,08-12-2024,MarketStore,cancelled,30.74,ORD_0818
193,2023-12-21,CityStore,cancelled,354.47,ORD_0819
147,11-08-2024,CityStore,completed,393.9,ORD_0820
558,24 April 2022,EastStore,Pending,263.75,ORD_0821
136,2022-11-20,CityStore,SHIPPED,37.68,ORD_0822
75,19/07/2024,HarborStore,SHIPPED,43.54,ORD_0823
315,10-14-2024,,SHIPPED,256.8,ORD_0824
269,7 December 2022,SouthStore,Shipped,764.04,ORD_0825
566,14 March 2024,CityStore,shipped,320.24,ORD_0826
52,08/11/2024,CenterStore,completed,796.57,ORD_0827
86,2024-09-10,CenterStore,cancelled,349.78,ORD_0828
199,15 February 2024,MainStore,COMPLETED,40.05,ORD_0829
457,10-10-2023,HarborStore,Completed,265.88,ORD_0830
397,17/04/2024,MarketStore,COMPLETED,696.89,ORD_0831
168,27 July 2022,PlazaStore,Cancelled,115.22,ORD_0832
224,4 November 2024,PlazaStore,SHIPPED,129.21,ORD_0833
438,27/09/2024,MainStore,Cancelled,125.31,ORD_0834
64,20 November 2024,MarketStore,completed,614.9,ORD_0835
295,22 June 2024,EastStore,Pending,331.94,ORD_0836
54,2023-07-05,SouthStore,completed,748.48,ORD_0837
38,2023-06-22,MainStore,Pending,211.86,ORD_0838
113,18 September 2024,EastStore,Completed,202.05,ORD_0839
242,21 July 2023,CityStore,pending,344.26,ORD_0840
150,24 September 2024,,pending,623.96,ORD_0841
216,03-09-2024,WestStore,SHIPPED,733.25,ORD_0842
11,04/01/2024,MainStore,Shipped,495.73,ORD_0843
448,21/04/2024,EastStore,pending,758.22,ORD_0844
19,14/01/2024,CenterStore,SHIPPED,170.76,ORD_0845
517,20/02/2022,NorthStore,COMPLETED,790.67,ORD_0846
522,26 October 2024,PlazaStore,Pending,360.44,ORD_0847
33,19/02/2023,CityStore,pending,102.15,ORD_0848
290,07-18-2023,CityStore,Completed,237.33,ORD_0849
149,09-24-2024,WestStore,COMPLETED,239.87,ORD_0850
587,28/11/2022,MarketStore,completed,477.52,ORD_0851
491,12-27-2022,MainStore,Completed,658.01,ORD_0852
235,6 February 2022,MarketStore,Cancelled,306.55,ORD_0853
272,07-17-2023,SouthStore,SHIPPED,344.76,ORD_0854
11,15/01/2023,WestStore,Cancelled,672.87,ORD_0855
390,2022-10-21,CenterStore,SHIPPED,250.8,ORD_0856
307,04/12/2022,NorthStore,Shipped,151.69,ORD_0857
560,06-14-2024,CenterStore,shipped,293.53,ORD_0858
33,06/01/2023,SouthStore,Shipped,562.15,ORD_0859
527,2024-08-21,MainStore,pending,410.74,ORD_0860
134,2022-02-28,EastStore,Completed,663.27,ORD_0861
233,09/07/2024,HarborStore,Pending,61.96,ORD_0862
577,05/09/2024,WestStore,cancelled,278.6,ORD_0863
52,04/08/2024,NorthStore,Shipped,394.76,ORD_0864
541,2024-02-05,MarketStore,COMPLETED,38.47,ORD_0865
189,2023-03-10,MainStore,cancelled,671.5,ORD_0866
248,02-15-2023,HarborStore,Pending,12.99,ORD_0867
318,11-06-2024,WestStore,cancelled,503.45,ORD_0868
76,03-20-2023,,Shipped,453.96,ORD_0869
242,14 January 2023,,Shipped,164.66,ORD_0870
564,14/04/2024,PlazaStore,shipped,325.33,ORD_0871
170,07-25-2023,WestStore,pending,705.63,ORD_0872
178,27/09/2024,MarketStore,completed,464.06,ORD_0873
128,10 October 2022,NorthStore,COMPLETED,347.71,ORD_0874
40,01-08-2022,MainStore,completed,639.2,ORD_0875
289,23 December 2023,MainStore,SHIPPED,203.5,ORD_0876
530,08-24-2024,EastStore,completed,286.18,ORD_0877
176,08-12-2023,CenterStore,pending,417.76,ORD_0878
128,2023-12-22,SouthStore,completed,176.74,ORD_0879
467,04-28-2023,HarborStore,shipped,744.06,ORD_0880
524,28 January 2024,,completed,165.64,ORD_0881
119,28/03/2024,NorthStore,SHIPPED,248.9,ORD_0882
214,2023-05-20,EastStore,COMPLETED,673.72,ORD_0883
559,2023-07-19,NorthStore,Cancelled,484.05,ORD_0884
90,22/06/2023,NorthStore,Cancelled,168.95,ORD_0885
566,22 October 2023,,Completed,453.51,ORD_0886
363,7 July 2022,NorthStore,COMPLETED,369.99,ORD_0887
303,10 July 2023,CenterStore,Completed,570.37,ORD_0888
436,12-20-2022,CityStore,Shipped,735.13,ORD_0889
343,25/09/2022,SouthStore,Pending,252.08,ORD_0890
531,14/05/2024,EastStore,Shipped,170.72,ORD_0891
299,18/10/2024,MarketStore,cancelled,615.28,ORD_0892
47,16/12/2024,MainStore,pending,59.65,ORD_0893
404,2023-12-02,MainStore,SHIPPED,362.41,ORD_0894
566,02-23-2024,SouthStore,SHIPPED,644.79,ORD_0895
435,2024-09-01,PlazaStore,Cancelled,540.42,ORD_0896
272,6 November 2023,EastStore,Completed,300.71,ORD_0897
439,22 January 2023,WestStore,pending,529.05,ORD_0898
126,11-24-2024,,Pending,208.22,ORD_0899
456,03/12/2023,NorthStore,completed,110.58,ORD_0900
49,2022-12-07,EastStore,Cancelled,592.68,ORD_0901
34,2024-12-19,EastStore,shipped,110.27,ORD_0902
166,2024-07-15,CenterStore,Shipped,8.75,ORD_0903
586,03-28-2022,CenterStore,pending,398.35,ORD_0904
260,06/02/2023,EastStore,Cancelled,437.92,ORD_0905
244,18/10/2023,HarborStore,Completed,444.91,ORD_0906
264,10-20-2023,MarketStore,Cancelled,490.57,ORD_0907
347,11-02-2024,WestStore,completed,499.29,ORD_0908
18,04/04/2024,SouthStore,COMPLETED,210.91,ORD_0909
220,07/12/2024,EastStore,SHIPPED,58.71,ORD_0910
153,06-24-2024,CityStore,cancelled,18.97,ORD_0911
559,15/07/2022,MainStore,Completed,415.66,ORD_0912
403,17/12/2022,PlazaStore,COMPLETED,789.05,ORD_0913
252,6 May 2022,,SHIPPED,529.61,ORD_0914
572,2023-11-12,CenterStore,cancelled,350.72,ORD_0915
421,11-15-2024,MainStore,pending,30.34,ORD_0916
150,2022-10-06,CenterStore,COMPLETED,66.66,ORD_0917
185,2023-11-23,SouthStore,shipped,137.74,ORD_0918
329,25/11/2024,CenterStore,Completed,468.71,ORD_0919
23,11 August 2022,MarketStore,Completed,170.15,ORD_0920
405,18/10/2023,EastStore,COMPLETED,285.51,ORD_0921
554,2023-07-11,EastStore,Completed,472.91,ORD_0922
178,21 December 2024,,shipped,371.12,ORD_0923
242,2023-05-24,PlazaStore,pending,219.77,ORD_0924
243,12-11-2022,SouthStore,completed,544.56,ORD_0925
